time,value,n
2006-01-01,43.782771535580494,267
2006-02-01,52.51498127340824,534
2006-03-01,14.604868913857668,534
2006-04-01,15.921348314606748,534
2006-05-01,16.86329588014981,534
2006-06-01,33.27528089887636,534
2006-07-01,29.844569288389515,534
2006-08-01,29.09737827715358,534
2006-09-01,13.711610486891386,534
2006-10-01,2.3483146067415723,534
2006-11-01,19.80711610486892,534
2006-12-01,4.136704119850186,534
2007-01-01,42.04307116104869,534
2007-02-01,46.247191011235955,534
2007-03-01,2.994382022471911,534
2007-04-01,22.449438202247205,534
2007-05-01,2.6086142322097383,534
2007-06-01,11.033707865168541,534
2007-07-01,31.458801498127354,534
2007-08-01,20.5692883895131,534
2007-09-01,38.760299625468136,534
2007-10-01,9.249063670411989,534
2007-11-01,22.02059925093633,534
2007-12-01,2.672284644194757,534
2008-01-01,15.681647940074917,534
2008-02-01,23.709737827715376,534
2008-03-01,21.67415730337079,534
2008-04-01,1.7865168539325835,534
2008-05-01,40.01123595505614,534
2008-06-01,13.955056179775276,534
2008-07-01,30.578651685393282,534
2008-08-01,2.4157303370786525,534
2008-09-01,21.661048689138557,534
2008-10-01,2.8014981273408246,534
2008-11-01,8.606741573033705,534
2008-12-01,6.857677902621724,534
2009-01-01,7.2228464419475635,534
2009-02-01,31.346441947565577,534
2009-03-01,23.43258426966292,534
2009-04-01,13.571161048689154,534
2009-05-01,13.290262172284642,534
2009-06-01,12.32209737827714,534
2009-07-01,7.2528089887640474,534
2009-08-01,8.509363295880151,534
2009-09-01,29.03370786516857,534
2009-10-01,13.029962546816483,534
2009-11-01,23.10299625468165,534
2009-12-01,18.47003745318352,534
2010-01-01,1.8333333333333333,534
2010-02-01,11.758426966292124,534
2010-03-01,30.569288389513137,534
2010-04-01,28.904494382022452,534
2010-05-01,24.191011235955077,534
2010-06-01,12.582397003745315,534
2010-07-01,6.872659176029963,534
2010-08-01,10.387640449438202,534
2010-09-01,16.986891385767784,534
2010-10-01,9.975655430711592,534
2010-11-01,9.838951310861411,534
2010-12-01,21.4194756554307,534
2011-01-01,8.232209737827718,534
2011-02-01,20.14981273408239,534
2011-03-01,31.168539325842712,534
2011-04-01,16.43632958801499,534
2011-05-01,11.84456928838952,534
2011-06-01,22.471910112359538,534
2011-07-01,11.936329588014964,534
2011-08-01,25.134831460674143,534
2011-09-01,0.5131086142322097,534
2011-10-01,14.043071161048685,534
2011-11-01,16.87453183520598,534
2011-12-01,3.576779026217229,534
2012-01-01,20.46629213483147,534
2012-02-01,16.00749063670411,534
2012-03-01,24.814606741573048,534
2012-04-01,16.634831460674192,534
2012-05-01,28.571161048689138,534
2012-06-01,12.634831460674159,534
2012-07-01,7.112359550561797,534
2012-08-01,9.222846441947567,534
2012-09-01,9.03932584269663,534
2012-10-01,13.752808988764048,534
2012-11-01,8.584269662921354,534
2012-12-01,7.840823970037461,534
2013-01-01,12.37640449438201,534
2013-02-01,10.704119850187267,534
2013-03-01,10.588014981273409,534
2013-04-01,20.76966292134831,534
2013-05-01,10.363295880149815,534
2013-06-01,17.3370786516854,534
2013-07-01,18.43258426966294,534
2013-08-01,14.117977528089886,534
2013-09-01,12.389513108614212,534
2013-10-01,7.728464419475656,534
2013-11-01,15.052434456928841,534
2013-12-01,9.89700374531835,534
2014-01-01,12.839252336448588,535
2014-02-01,9.813432835820896,536
2014-03-01,26.696461824953467,537
2014-04-01,4.518587360594799,538
2014-05-01,16.3747680890538,539
2014-06-01,28.84259259259261,540
2014-07-01,15.225508317929739,541
2014-08-01,13.896487985212573,541
2014-09-01,12.05730129390017,541
2014-10-01,18.818853974121986,541
2014-11-01,16.82994454713496,541
2014-12-01,17.0887245841035,541
2015-01-01,19.21996303142328,541
2015-02-01,14.262476894639557,541
2015-03-01,25.857670979667276,541
2015-04-01,28.024029574861373,541
2015-05-01,4.979667282809612,541
2015-06-01,14.395563770794828,541
2015-07-01,11.726432532347498,541
2015-08-01,11.170055452865066,541
2015-09-01,17.600739371534196,541
2015-10-01,8.262476894639567,541
2015-11-01,9.434380776340111,541
2015-12-01,6.473197781885398,541
2016-01-01,10.07024029574862,541
2016-02-01,24.90388170055452,541
2016-03-01,12.439926062846581,541
2016-04-01,13.081330868761574,541
2016-05-01,18.709796672828094,541
2016-06-01,16.17560073937155,541
2016-07-01,20.36598890942697,541
2016-08-01,7.432532347504619,541
2016-09-01,10.489833641404806,541
2016-10-01,2.8798521256931626,541
2016-11-01,2.98336414048059,541
2016-12-01,9.157116451016618,541
2017-01-01,12.467652495378946,541
2017-02-01,13.937153419593338,541
2017-03-01,20.08687615526803,541
2017-04-01,15.027726432532333,541
2017-05-01,14.445471349353042,541
2017-06-01,20.920517560073936,541
2017-07-01,22.66358595194085,541
2017-08-01,7.136783733826245,541
2017-09-01,0.5693160813308688,541
2017-10-01,11.966728280961167,541
2017-11-01,16.495378927911286,541
2017-12-01,16.499075785582267,541
2018-01-01,13.13123844731977,541
2018-02-01,11.931608133086861,541
2018-03-01,24.153419593345646,541
2018-04-01,18.190388170055442,541
2018-05-01,7.683918669131235,541
2018-06-01,17.91312384473199,541
2018-07-01,7.489833641404807,541
2018-08-01,17.188539741219998,541
2018-09-01,4.03512014787431,541
2018-10-01,0.43253234750462094,541
2018-11-01,7.698706099815164,541
2018-12-01,5.942698706099816,541
2019-01-01,15.898336414048089,541
2019-02-01,7.77079482439926,541
2019-03-01,14.68207024029574,541
2019-04-01,6.194085027726432,541
2019-05-01,12.048059149722734,541
2019-06-01,15.26617375231055,541
2019-07-01,14.454713493530521,541
