time,value
2006-01-01,-4.503791425877309
2006-01-02,-4.243914542022743
2006-01-03,-3.7241865470805218
2006-01-04,54.31866519334007
2006-01-05,-1.905177222732517
2006-01-06,-0.6058958936278573
2006-01-07,0.9532365469392134
2006-01-08,2.772220098529983
2006-01-09,4.253712425703561
2006-01-10,5.397713528770999
2006-01-11,6.20422340639818
2006-01-12,6.673242060233056
2006-01-13,6.804769489227589
2006-01-14,6.59880569433576
2006-01-15,6.0553506752662125
2006-01-16,5.593281983168764
2006-01-17,5.212599619605188
2006-01-18,4.913303584280069
2006-01-19,4.6953938771612975
2006-01-20,4.558870497781313
2006-01-21,4.503733445885353
2006-01-22,4.529982721852228
2006-01-23,4.529649197707068
2006-01-24,4.5027328732479734
2006-01-25,4.449233748764823
2006-01-26,4.369151824219121
2006-01-27,4.262487098404739
2006-01-28,4.12923957268645
2006-01-29,3.969409246540934
2006-01-30,3.8094912220505037
2006-01-31,3.6494854972983584
2006-02-01,3.4893920744597438
2006-02-02,3.3424790302015848
2006-02-03,3.208746366463606
2006-02-04,3.08819408153372
2006-02-05,2.9808221760936555
2006-02-06,2.8853074864903947
2006-02-07,2.801650012299115
2006-02-08,2.729849753110888
2006-02-09,2.6699067097930294
2006-02-10,2.6218208818250144
2006-02-11,2.5855922682615864
2006-02-12,2.56122087121706
2006-02-13,2.5276696401776517
2006-02-14,2.4849385744195933
2006-02-15,2.433027674520817
2006-02-16,2.371936940419732
2006-02-17,2.3016663722690587
2006-02-18,2.222215969264883
2006-02-19,2.133585732884551
2006-02-20,2.123876655844982
2006-02-21,2.193088737677724
2006-02-22,2.3412219798717806
2006-02-23,2.5682763811233036
2006-02-24,2.8742519419805657
2006-02-25,3.2591486629246007
2006-02-26,3.7229665425058194
2006-02-27,3.923326032497477
2006-02-28,3.860227132192196
2006-03-01,3.533669842208148
2006-03-02,2.92455186903744
2006-03-03,2.0328732133623513
2006-03-04,0.8586338740453092
2006-03-05,-0.5981661483017202
2006-03-06,-1.6329826179824511
2006-03-07,-2.2458155361678465
2006-03-08,-2.4366649022311373
2006-03-09,32.49601249945656
2006-03-10,-1.5524129792792447
2006-03-11,-0.4773116896970553
2006-03-12,1.0197731522674536
2006-03-13,2.2339873700960737
2006-03-14,3.1653309646720427
2006-03-15,3.8138039348731443
2006-03-16,4.179406282812887
2006-03-17,4.262138006925124
2006-03-18,4.0619991071362636
2006-03-19,3.5789895842120383
2006-03-20,3.1570774329310907
2006-03-21,2.796262654479207
2006-03-22,2.4965452473600114
2006-03-23,2.257925212460421
2006-03-24,2.0804025502169745
2006-03-25,1.9639772599968919
2006-03-26,1.9086493410322318
2006-03-27,1.8200754026032557
2006-03-28,1.6982554437492494
2006-03-29,1.5431894635380363
2006-03-30,1.354877462829777
2006-03-31,1.1333194416334467
2006-04-01,0.8785153997441664
2006-04-02,0.6159038969198352
2006-04-03,0.3906834295763213
2006-04-04,0.20285400090563765
2006-04-05,0.0524156093999697
2006-04-06,-0.06063174573404617
2006-04-07,-0.13628806347649847
2006-04-08,-0.1745533441731486
2006-04-09,-0.17542758752351562
2006-04-10,-0.23101120760826466
2006-04-11,-0.3413042046740995
2006-04-12,-0.5063065796059003
2006-04-13,-0.7260183310006711
2006-04-14,-1.0004394593922539
2006-04-15,-1.3295699646205401
2006-04-16,-1.7134098478558546
2006-04-17,-1.8172433984647023
2006-04-18,-1.64107061795032
2006-04-19,-1.1848915046955701
2006-04-20,-0.4487060598549881
2006-04-21,0.5674857174790726
2006-04-22,1.863683826591304
2006-04-23,3.439888266851898
2006-04-24,4.610260787772063
2006-04-25,5.374801387446526
2006-04-26,5.733510065734598
2006-04-27,5.686386823495919
2006-04-28,11.460812558809902
2006-04-29,4.374644575890228
2006-04-30,3.1100255716838907
2006-05-01,2.1256508329315693
2006-05-02,1.3955463871027687
2006-05-03,0.9197122346983795
2006-05-04,0.6981483754937003
2006-05-05,0.7308548095750225
2006-05-06,1.0178315356823493
2006-05-07,1.5590785550002901
2006-05-08,2.0186607477367557
2006-05-09,2.396578113701352
2006-05-10,2.692830652209912
2006-05-11,2.907418363544573
2006-05-12,3.040341248175297
2006-05-13,3.09159930654579
2006-05-14,3.0611925377209377
2006-05-15,3.046013493899647
2006-05-16,3.046062172012862
2006-05-17,3.0613385751102262
2006-05-18,3.0918427029436852
2006-05-19,3.1375745541172724
2006-05-20,3.1985341294434715
2006-05-21,3.2747214284093618
2006-05-22,3.3023897997617833
2006-05-23,3.281539243368407
2006-05-24,3.212169759627301
2006-05-25,3.0942813465828207
2006-05-26,2.927874006173367
2006-05-27,2.7129477382420224
2006-05-28,2.4495025419965666
2006-05-29,2.303600806354128
2006-05-30,2.275242530579076
2006-05-31,2.364427713869843
2006-06-01,2.571156358185678
2006-06-02,2.9175819974754473
2006-06-03,3.403704631922559
2006-06-04,4.029524260987933
2006-06-05,46.109834619267446
2006-06-06,4.706586325948408
2006-06-07,4.757828761412629
2006-06-08,12.582346114750678
2006-06-09,4.285736440257999
2006-06-10,3.762401682396418
2006-06-11,3.0475411943237734
2006-06-12,2.471272414103817
2006-06-13,2.0335953423983857
2006-06-14,1.7345099799300803
2006-06-15,1.5740163252251103
2006-06-16,1.552114379223493
2006-06-17,1.6688041417772648
2006-06-18,1.9240856127026236
2006-06-19,2.157560997522736
2006-06-20,2.3692302958018345
2006-06-21,2.5590935069544427
2006-06-22,2.7271506326534167
2006-06-23,2.87340167154895
2006-06-24,2.9978466240046853
2006-06-25,3.1004854899700285
2006-06-26,3.222803761303801
2006-06-27,3.3648014399715223
