time,value,n
2006-01-01,58.11475409836065,61
2006-02-01,49.221311475409834,122
2006-03-01,41.44715447154473,123
2006-04-01,51.09677419354838,124
2006-05-01,70.64799999999997,125
2006-06-01,90.63492063492063,126
2006-07-01,68.54330708661418,127
2006-08-01,58.21093750000001,128
2006-09-01,68.87596899224809,129
2006-10-01,52.123076923076916,130
2006-11-01,53.99236641221374,131
2006-12-01,59.10606060606061,132
2007-01-01,74.50375939849621,133
2007-02-01,61.01503759398499,133
2007-03-01,60.556390977443606,133
2007-04-01,53.40601503759399,133
2007-05-01,58.62406015037594,133
2007-06-01,100,133
2007-07-01,60.75939849624061,133
2007-08-01,77.16541353383455,133
2007-09-01,54.45864661654135,133
2007-10-01,43.13533834586468,133
2007-11-01,81.27819548872183,133
2007-12-01,49.78947368421053,133
2008-01-01,59.992481203007515,133
2008-02-01,69.42105263157897,133
2008-03-01,78.21804511278198,133
2008-04-01,73.66165413533837,133
2008-05-01,72.48120300751881,133
2008-06-01,51.17293233082707,133
2008-07-01,81.15037593984962,133
2008-08-01,63.96992481203007,133
2008-09-01,76.3609022556391,133
2008-10-01,46.097744360902254,133
2008-11-01,42.127819548872196,133
2008-12-01,42.1578947368421,133
2009-01-01,50.37593984962407,133
2009-02-01,53.35338345864662,133
2009-03-01,68.80451127819552,133
2009-04-01,72.94736842105263,133
2009-05-01,65.98496240601507,133
2009-06-01,65.61654135338345,133
2009-07-01,73.01503759398493,133
2009-08-01,67.3684210526316,133
2009-09-01,64.09774436090227,133
2009-10-01,53.99248120300752,133
2009-11-01,52.24812030075188,133
2009-12-01,37,133
2010-01-01,61.04511278195489,133
2010-02-01,42.50375939849624,133
2010-03-01,67.1203007518797,133
2010-04-01,86.37593984962407,133
2010-05-01,68.92481203007519,133
2010-06-01,68.5338345864662,133
2010-07-01,63.35338345864662,133
2010-08-01,87.22556390977442,133
2010-09-01,68.84210526315789,133
2010-10-01,64.38345864661653,133
2010-11-01,46.99999999999998,133
2010-12-01,38.1203007518797,133
2011-01-01,76.20300751879701,133
2011-02-01,77.28571428571432,133
2011-03-01,63.774436090225564,133
2011-04-01,72.27067669172932,133
2011-05-01,65.19548872180454,133
2011-06-01,62.93984962406015,133
2011-07-01,59.962406015037594,133
2011-08-01,62.57142857142857,133
2011-09-01,60.86466165413534,133
2011-10-01,51.78947368421053,133
2011-11-01,63.488721804511265,133
2011-12-01,52.59398496240601,133
2012-01-01,56.15789473684211,133
2012-02-01,65.85714285714286,133
2012-03-01,72.60902255639101,133
2012-04-01,55.263157894736864,133
2012-05-01,69.32330827067668,133
2012-06-01,56.8345864661654,133
2012-07-01,83.49624060150376,133
2012-08-01,69.49624060150379,133
2012-09-01,80.34586466165413,133
2012-10-01,67.2406015037594,133
2012-11-01,51.443609022556394,133
2012-12-01,44.81203007518798,133
2013-01-01,64.94736842105263,133
2013-02-01,58.105263157894754,133
2013-03-01,61.05263157894737,133
2013-04-01,53.10526315789473,133
2013-05-01,60.34586466165413,133
2013-06-01,55.330827067669176,133
2013-07-01,63.82706766917293,133
2013-08-01,65.8796992481203,133
2013-09-01,60.68421052631579,133
2013-10-01,54.90225563909777,133
2013-11-01,56.80451127819549,133
2013-12-01,45.120300751879704,133
2014-01-01,55.37593984962406,133
2014-02-01,72.96240601503759,133
2014-03-01,58.646616541353374,133
2014-04-01,56.451127819548866,133
2014-05-01,56.669172932330824,133
2014-06-01,62.1578947368421,133
2014-07-01,69.21804511278195,133
2014-08-01,61.7593984962406,133
2014-09-01,59.40601503759399,133
2014-10-01,55.691729323308266,133
2014-11-01,54.89473684210525,133
2014-12-01,56.87218045112783,133
2015-01-01,54.458646616541344,133
2015-02-01,58.781954887218035,133
2015-03-01,60.25563909774436,133
2015-04-01,71.47368421052632,133
2015-05-01,51.045112781954884,133
2015-06-01,49.75187969924811,133
2015-07-01,68.46616541353383,133
2015-08-01,59.86466165413533,133
2015-09-01,61.30075187969924,133
2015-10-01,57.24812030075188,133
2015-11-01,46.037593984962406,133
2015-12-01,47.06015037593984,133
2016-01-01,57.3609022556391,133
2016-02-01,51.8345864661654,133
2016-03-01,57.03759398496239,133
2016-04-01,51.81954887218044,133
2016-05-01,51.578947368421055,133
2016-06-01,58.96992481203007,133
2016-07-01,50.86466165413534,133
2016-08-01,53.58646616541352,133
2016-09-01,49.99248120300752,133
2016-10-01,49.55639097744359,133
2016-11-01,52.353383458646626,133
2016-12-01,42.49624060150375,133
2017-01-01,50.375939849624054,133
2017-02-01,47.19548872180451,133
2017-03-01,58.27067669172932,133
2017-04-01,53.72932330827068,133
2017-05-01,49.684210526315795,133
2017-06-01,55.68421052631579,133
2017-07-01,58.57142857142856,133
2017-08-01,50.142857142857146,133
2017-09-01,52.87218045112784,133
2017-10-01,53.29323308270678,133
2017-11-01,48.30075187969925,133
2017-12-01,39.90225563909774,133
2018-01-01,43.872180451127825,133
2018-02-01,45.578947368421055,133
2018-03-01,52.49624060150376,133
2018-04-01,53.74436090225563,133
2018-05-01,48.3233082706767,133
2018-06-01,39.548872180451134,133
2018-07-01,43.511278195488714,133
2018-08-01,50.443609022556394,133
2018-09-01,52.12030075187968,133
2018-10-01,52.556390977443606,133
2018-11-01,39.77443609022555,133
2018-12-01,40.07518796992481,133
2019-01-01,45.21804511278196,133
2019-02-01,47.2781954887218,133
2019-03-01,48.63157894736842,133
2019-04-01,43.210526315789465,133
2019-05-01,40.12781954887219,133
2019-06-01,33.74436090225563,133
2019-07-01,42.74436090225563,133
2019-08-01,41.16541353383458,133
2019-09-01,50.360902255639104,133
