time,value
2006-01-01,0.8697946758972002
2006-01-02,0.8725897561790692
2006-01-03,0.8781790573912005
2006-01-04,0.8865625824872474
2006-01-05,0.8977403296111337
2006-01-06,0.9117123011350969
2006-01-07,0.928478496215039
2006-01-08,0.9480389106657245
2006-01-09,0.9704100372782065
2006-01-10,0.9955918718728043
2006-01-11,1.0235844170721649
2006-01-12,1.0543876713075981
2006-01-13,1.0880016354772906
2006-01-14,1.1244263100633667
2006-01-15,1.163661692014669
2006-01-16,1.2055470712287075
2006-01-17,1.2500824473689072
2006-01-18,1.2972678180515338
2006-01-19,1.3471031846652952
2006-01-20,1.3995885502728012
2006-01-21,1.4547239086301964
2006-01-22,1.5125092642331115
2006-01-23,1.573591072138429
2006-01-24,1.6379693336075363
2006-01-25,1.705644046327734
2006-01-26,1.7766152141112421
2006-01-27,1.8508828318831334
2006-01-28,1.928446904867549
2006-01-29,2.0093074291932265
2006-01-30,2.0909584888210624
2006-01-31,2.1734000768942696
2006-02-01,2.256632199170175
2006-02-02,2.321071903210912
2006-02-03,2.366719187237466
2006-02-04,2.3935740500970546
2006-02-05,2.4016364964405543
2006-02-06,2.4005969865275087
2006-02-07,2.39045552195892
2006-02-08,2.371212101937104
2006-02-09,2.3428667290530605
2006-02-10,2.3054193987099296
2006-02-11,2.258870115911961
2006-02-12,2.203218876238992
2006-02-13,2.10099843936411
2006-02-14,1.9522087993329702
2006-02-15,1.7568499599161935
2006-02-16,1.5149219179992173
2006-02-17,1.2264246777942738
2006-02-18,0.8913582372771938
2006-02-19,0.509722594578168
2006-02-20,0.22637967497873923
2006-02-21,0.041329479902220356
2006-02-22,-0.04542799430026001
2006-02-23,-0.03389274320784175
2006-02-24,0.07593522866058322
2006-02-25,0.2840559250637078
2006-02-26,0.5904693436716872
2006-02-27,1.2217532433078242
2006-02-28,2.1779076253966494
2006-03-01,3.4589324890572994
2006-03-02,5.099406301823995
2006-03-03,54.118772334344655
2006-03-04,9.458700776602374
2006-03-05,12.177521438387167
2006-03-06,54.31690278534089
2006-03-07,15.716045347401433
2006-03-08,16.535748592290478
2006-03-09,16.72241270043376
2006-03-10,16.27603767025829
2006-03-11,15.19662350122158
2006-03-12,13.484170193468518
2006-03-13,11.635411017377042
2006-03-14,49.70394579297644
2006-03-15,7.528975053449442
2006-03-16,47.066358948234985
2006-03-17,2.8773156046156805
2006-03-18,0.347027076098247
2006-03-19,-2.3195673243259693
2006-03-20,-4.455599267422055
2006-03-21,-6.0610687540884385
2006-03-22,-7.135975783972048
2006-03-23,-7.6803203556597515
2006-03-24,-7.694102469420256
2006-03-25,-7.177322128010941
2006-03-26,-6.1299793288327935
2006-03-27,-5.415700238128763
2006-03-28,-5.034484857793531
2006-03-29,-4.98633318436106
2006-03-30,-5.2712452161406205
2006-03-31,-5.889220958227275
2006-04-01,-6.840260407223326
2006-04-02,-8.14008356205853
2006-04-03,-8.50341544139331
2006-04-04,-7.930256053055587
2006-04-05,-6.420605390786099
2006-04-06,-3.9744634582953253
2006-04-07,-0.59183025450701
2006-04-08,3.7272942215947227
2006-04-09,8.982909969544107
2006-04-10,99.86904868397693
2006-04-11,15.166581088094079
2006-04-12,16.094636462008147
2006-04-13,15.580171709899258
2006-04-14,13.62318683527241
2006-04-15,10.22368183305262
2006-04-16,5.381656705924018
2006-04-17,1.4478933784479109
2006-04-18,-1.5776081505671762
2006-04-19,-3.6948478829315405
2006-04-20,-4.903825818894534
2006-04-21,-5.204541956381517
2006-04-22,-4.596996295593518
2006-04-23,-3.081188838742097
2006-04-24,-1.7977185041434378
2006-04-25,-0.7465852918962792
2006-04-26,0.07221079875208858
2006-04-27,0.6586697670419124
2006-04-28,1.012791614159477
2006-04-29,1.1345763395068236
2006-04-30,1.0240239414034171
2006-05-01,0.9762013404344287
2006-05-02,0.971466662643909
2006-05-03,1.009819903710163
2006-05-04,1.091261069204572
2006-05-05,1.2157901556017734
2006-05-06,1.3834071625087354
2006-05-07,1.594112091277598
2006-05-08,1.7713528172870188
2006-05-09,1.915129340489809
2006-05-10,2.025441661950193
2006-05-11,2.102289780860879
2006-05-12,2.145673695786302
2006-05-13,2.155593409079417
2006-05-14,2.1320489203241166
2006-05-15,2.0957508216218983
2006-05-16,2.046699112697935
2006-05-17,1.9848937935324926
2006-05-18,1.9103348638307445
2006-05-19,1.8230223277063864
2006-05-20,1.7229561789776486
2006-05-21,1.6101364207574669
2006-05-22,1.4756839822228613
2006-05-23,1.3195988649643766
2006-05-24,1.1418810663500025
2006-05-25,0.9425305867056668
2006-05-26,0.7215474277551319
2006-05-27,0.47893158682208004
2006-05-28,0.21468306523322767
2006-05-29,-0.05528256314075364
2006-05-30,-0.3309653000768069
2006-05-31,-0.6123651432903436
2006-06-01,-0.8994820945589339
2006-06-02,-1.1627630364840886
2006-06-03,-1.402207971492551
2006-06-04,-1.6178168944454772
2006-06-05,-1.8663624792449012
2006-06-06,-2.1478447228425006
2006-06-07,-2.462263627998574
2006-06-08,-2.8096191910293955
2006-06-09,-3.1899114159441426
2006-06-10,-3.603140297218503
2006-06-11,-4.049305841553512
2006-06-12,-4.310136361412206
2006-06-13,-4.3856318577716085
2006-06-14,-4.275792328930938
2006-06-15,-3.9806177770451603
2006-06-16,-3.50010820186821
2006-06-17,-2.8342636034033095
2006-06-18,-1.9830839802956426
2006-06-19,-1.0514434145371263
2006-06-20,-0.039341907157299794
2006-06-21,1.0532205419303766
2006-06-22,2.2262439332075967
2006-06-23,53.183923700832054
2006-06-24,4.813673544612273
2006-06-25,80.1676055233553
