time,value
2006-01-01,2.1836978364876236
2006-01-02,0.18179747002633628
2006-01-03,1.8717162797595936
2006-01-04,-0.7583461586899821
2006-01-05,0.3110964107190848
2006-01-06,-1.233069650934945
2006-01-07,0.4319747894154597
2006-01-08,-0.024178290069974753
2006-01-09,-1.9410184485434117
2006-01-10,-1.1959088335639938
2006-01-11,-1.9798393676598751
2006-01-12,-1.9962685751131826
2006-01-13,0.10407129665894974
2006-01-14,-1.2576661729435155
2006-01-15,-0.4488635646477153
2006-01-16,-1.5104748041088234
2006-01-17,-2.1680230078246567
2006-01-18,-1.2307867711880824
2006-01-19,-1.015018970060098
2006-01-20,-1.2604590229879944
2006-01-21,-0.47615674716935363
2006-01-22,-0.42755852631829616
2006-01-23,0.6427998122023261
2006-01-24,0.915655485186136
2006-01-25,-0.49875672234863316
2006-01-26,-0.4479750660523717
2006-01-27,-0.16640456730648878
2006-01-28,0.1992088487841689
2006-01-29,0.9023748166009081
2006-01-30,-0.4066479470777452
2006-01-31,-1.270499245050684
2006-02-01,-0.5492150304834191
2006-02-02,0.2588206672650231
2006-02-03,-0.1813232078695195
2006-02-04,-0.6277340547258567
2006-02-05,0.3180276057096035
2006-02-06,-1.5538555137098116
2006-02-07,1.4538251224841285
2006-02-08,-0.6584824195015484
2006-02-09,-0.5878939067279665
2006-02-10,0.8201869503822729
2006-02-11,0.8017003037444547
2006-02-12,0.3951054567031204
2006-02-13,-1.5227380127567909
2006-02-14,-0.24775268293475378
2006-02-15,-0.6752468269580434
2006-02-16,-1.4909649661771314
2006-02-17,-0.24715643990722194
2006-02-18,-0.1250281105566522
2006-02-19,0.19900261296993865
2006-02-20,-1.7532296938504508
2006-02-21,-0.13856999767969386
2006-02-22,-1.7028470959521125
2006-02-23,-1.6523852080466015
2006-02-24,-0.3652682655903485
2006-02-25,-0.7077956201513689
2006-02-26,-0.2546049938394348
2006-02-27,-1.4969397904127197
2006-02-28,-1.3757042342415782
2006-03-01,1.1609787866256527
2006-03-02,-1.1198144825132343
2006-03-03,-0.6620516026735606
2006-03-04,-0.028544046625897303
2006-03-05,1.2241045934507775
2006-03-06,-0.01787742591009499
2006-03-07,-0.7600817891324757
2006-03-08,-0.040245731683072106
2006-03-09,1.721554255680193
2006-03-10,-0.0073252981290013244
2006-03-11,0.5468608043060503
2006-03-12,-1.4091131066306328
2006-03-13,-2.403597881301796
2006-03-14,-2.157745237237153
2006-03-15,-1.9785187821958652
2006-03-16,-2.026894905935419
2006-03-17,-2.482190145691697
2006-03-18,-1.9024581250655312
2006-03-19,-2.0322203969845685
2006-03-20,-2.5670398260417158
2006-03-21,-1.674485088922649
2006-03-22,-1.5687303167899844
2006-03-23,-2.2446838524442456
2006-03-24,-1.8784800211701491
2006-03-25,-1.3741561896572614
2006-03-26,-1.6859396598259266
2006-03-27,-2.344924199907808
2006-03-28,-1.5185755595218429
2006-03-29,-0.6048727827358158
2006-03-30,-0.4094692660552572
2006-03-31,-0.1966834479115387
2006-04-01,-0.8961115230250746
2006-04-02,-0.9967258433705595
2006-04-03,-1.5043491529764828
2006-04-04,-1.350284662676203
2006-04-05,-0.44268733977947683
2006-04-06,-0.3254298080624611
2006-04-07,1.1524143011021128
2006-04-08,-0.29376421495774285
2006-04-09,-0.6260613283606852
2006-04-10,-1.3375232221603774
2006-04-11,1.050969832300279
2006-04-12,-0.5190046175278076
2006-04-13,-1.39064802021791
2006-04-14,-0.01983526408346827
2006-04-15,-0.6431822067564101
2006-04-16,-0.9788732952675654
2006-04-17,-1.0911818587123387
2006-04-18,-1.5281640193132084
2006-04-19,-0.5749802858215686
2006-04-20,-0.317598628229178
2006-04-21,-0.5433040681298461
2006-04-22,0.2788207265310038
2006-04-23,0.37169609354673083
2006-04-24,-0.03794902519455092
2006-04-25,1.7400454703776032
2006-04-26,0.16056319063626698
2006-04-27,0.8662479362592219
2006-04-28,0.7337540886266022
2006-04-29,0.3223490908138092
2006-04-30,-0.45143708023919593
2006-05-01,-1.540993121754687
2006-05-02,0.5595990988307219
2006-05-03,0.8247860138630349
2006-05-04,-1.548407594027686
2006-05-05,-1.5520671607421392
2006-05-06,-0.9004370470553331
2006-05-07,-0.9319441995117156
2006-05-08,-1.405701186663484
2006-05-09,-1.246943709032934
2006-05-10,2.0078809021058484
2006-05-11,-0.4058533223235818
2006-05-12,-0.8424253440733188
2006-05-13,0.33909156119729567
2006-05-14,-0.9337141953537818
2006-05-15,-0.2638630199601678
2006-05-16,-1.8395299091904036
2006-05-17,0.468429853576492
2006-05-18,-1.9193627639762592
2006-05-19,-0.698029490750563
2006-05-20,0.29760603574722366
2006-05-21,-1.3177691947334096
2006-05-22,-1.174344947994861
2006-05-23,-1.1166103379120982
2006-05-24,-1.8316631851839482
2006-05-25,-1.2894519078058904
2006-05-26,-1.4483770953388275
2006-05-27,0.39439522017076545
2006-05-28,1.308019429050066
2006-05-29,1.1835707030490004
2006-05-30,-0.4188474050798671
2006-05-31,-1.7952172800126862
2006-06-01,-0.9061305849543251
2006-06-02,-0.42501400941264833
2006-06-03,0.5771272091578566
2006-06-04,-0.8947489835029504
2006-06-05,1.0571754890949292
2006-06-06,-1.3825950616031175
2006-06-07,-1.305484281486179
2006-06-08,0.36384406640948513
2006-06-09,0.03916021131723901
2006-06-10,-0.3919068326784315
2006-06-11,-0.6953664216996334
2006-06-12,-1.361237318959315
2006-06-13,-0.9722375203626032
2006-06-14,-0.3489117104021907
2006-06-15,-0.5348970417897051
2006-06-16,-0.7643174243295855
2006-06-17,2.7360262206644923
