time,value,n
2022-05-06,72.88888888888889,1
2022-05-07,68.95833333333333,1
2022-05-08,66.25,1
2022-05-09,70.125,1
2022-05-10,74.91666666666667,1
2022-05-11,73.66666666666667,1
2022-05-12,67.66666666666667,1
2022-05-13,46.833333333333336,1
