time,value
2006-01-01,111.41481290242189
2006-01-02,18.091210111429184
2006-01-03,38.532245131607766
2006-01-04,36.98008610506005
2006-01-05,60.604827154236276
2006-01-06,63.386864256369584
2006-01-07,6.209533997066757
2006-01-08,30.583118735503245
2006-01-09,20.74995313019362
2006-01-10,12.375230296333218
2006-01-11,62.983455258398934
2006-01-12,31.064345656486328
2006-01-13,33.96789173950556
2006-01-14,61.33968260358038
2006-01-15,32.64541121545663
2006-01-16,39.403295644539426
2006-01-17,66.65696458508344
2006-01-18,51.129462510443595
2006-01-19,35.388923137104086
2006-01-20,10.231425662976424
2006-01-21,52.739806820362105
2006-01-22,45.56407635891824
2006-01-23,32.36369317848058
2006-01-24,16.59012757918043
2006-01-25,48.864943984077804
2006-01-26,31.39648385110645
2006-01-27,33.2141532103342
2006-01-28,58.91991246109395
2006-01-29,38.33386547585679
2006-01-30,15.417684515911759
2006-01-31,23.535582497475065
2006-02-01,33.925306904329695
2006-02-02,20.109271015000083
2006-02-03,25.806098645898516
2006-02-04,38.360398691901366
2006-02-05,41.66530974696359
2006-02-06,68.81961838669969
2006-02-07,73.80372059243429
2006-02-08,58.91859656573012
2006-02-09,67.88287012615612
2006-02-10,42.02154614579681
2006-02-11,33.1066791482339
2006-02-12,27.33238792823454
2006-02-13,34.87682599335318
2006-02-14,48.83705273946781
2006-02-15,4.785622539863105
2006-02-16,37.329877149305645
2006-02-17,40.62472732633525
2006-02-18,44.58291568095066
2006-02-19,13.539249099746824
2006-02-20,25.39675426101814
2006-02-21,35.286317247249805
2006-02-22,10.994215245471283
2006-02-23,38.80720579265452
2006-02-24,24.385100648419815
2006-02-25,66.67004845409272
2006-02-26,23.001276750026776
2006-02-27,75.46523620938656
2006-02-28,58.39135236305274
2006-03-01,39.65854114180868
2006-03-02,38.84651679014481
2006-03-03,60.55723971285925
2006-03-04,65.67404649294312
2006-03-05,35.789095523592806
2006-03-06,50.773202906624704
2006-03-07,42.747452714822806
2006-03-08,74.98880047372501
2006-03-09,16.341374730042176
2006-03-10,42.83016085461214
2006-03-11,45.15859930316107
2006-03-12,26.778160377692338
2006-03-13,12.340820283423373
2006-03-14,43.26422263794741
2006-03-15,36.7130802063033
2006-03-16,37.55650690685296
2006-03-17,60.750874046678405
2006-03-18,34.965795395039514
2006-03-19,36.133617585679644
2006-03-20,51.68033098752424
2006-03-21,52.84368308883796
2006-03-22,46.52661449477401
2006-03-23,79.8992193220049
2006-03-24,41.363957825097
2006-03-25,51.72229055510273
2006-03-26,79.9109847986676
2006-03-27,17.507498678004634
2006-03-28,47.43975817207775
2006-03-29,31.64895122019934
2006-03-30,32.261543249447996
2006-03-31,73.43782637031858
2006-04-01,21.720948926345848
2006-04-02,57.726526482925195
2006-04-03,69.48511189024796
2006-04-04,23.63249223296102
2006-04-05,15.6593458539692
2006-04-06,57.07057375623073
2006-04-07,17.860794585541125
2006-04-08,40.690780802121196
2006-04-09,20.865933260618903
2006-04-10,40.49300103847486
2006-04-11,23.639637501170586
2006-04-12,51.990639784951256
2006-04-13,63.41954246295428
2006-04-14,22.261152419367974
2006-04-15,63.12281141278949
2006-04-16,29.537865776296258
2006-04-17,68.93495414971366
2006-04-18,80.07094769130764
2006-04-19,33.033103785961686
2006-04-20,75.08415530018306
2006-04-21,34.801077257835985
2006-04-22,76.70395403014017
2006-04-23,23.61731014017114
2006-04-24,54.850442762488
2006-04-25,31.1940497339416
2006-04-26,29.730967789302145
2006-04-27,28.601885019307915
2006-04-28,30.107781624065144
2006-04-29,15.840815995956138
2006-04-30,38.72353275734622
2006-05-01,14.79798797552382
2006-05-02,3.8936113160827546
2006-05-03,53.94749029772686
2006-05-04,14.245421759958276
2006-05-05,76.28009131303476
2006-05-06,39.61055700828186
2006-05-07,36.2875159340961
2006-05-08,82.5040350412545
2006-05-09,75.61083091947643
2006-05-10,31.459100508387284
2006-05-11,40.170568345149746
2006-05-12,14.052322328320145
2006-05-13,40.79727455899841
2006-05-14,55.46665047794839
2006-05-15,53.483618824979914
2006-05-16,21.067864838336778
2006-05-17,21.189546687572946
2006-05-18,12.814517453426006
2006-05-19,40.81189105372306
2006-05-20,73.888336757946007
2006-05-21,27.597881188132995
2006-05-22,29.907756216047698
2006-05-23,53.89649348921608
2006-05-24,51.013410766999236
2006-05-25,12.284685265675792
2006-05-26,44.01560227164848
2006-05-27,44.27273887984302
2006-05-28,31.23383868174279
2006-05-29,36.15942522309299
2006-05-30,65.2621450479433
2006-05-31,134.2095815256163
2006-06-01,27.71365985252059
2006-06-02,51.863071587504656
2006-06-03,75.18817524719562
2006-06-04,20.396954083826394
2006-06-05,45.71338557329999
2006-06-06,15.90258790623377
2006-06-07,22.271639055117067
2006-06-08,14.826514653895106
2006-06-09,8.837356038592976
2006-06-10,14.867754128022222
2006-06-11,17.752157599999222
2006-06-12,60.77520044244824
2006-06-13,33.69901302418646
2006-06-14,46.76146497641748
2006-06-15,12.420718651259836
2006-06-16,24.73805559915681
2006-06-17,14.474889772617173
2006-06-18,41.84020309733831
2006-06-19,53.20566735288297
2006-06-20,38.98386503555588
2006-06-21,46.34489026667917
2006-06-22,46.52649053253236
2006-06-23,49.116083337865845
2006-06-24,59.48262248474974
2006-06-25,24.32006664995331
2006-06-26,25.463985521049743
2006-06-27,41.05506718721463
2006-06-28,32.74364163169904
2006-06-29,40.02986897363915
2006-06-30,35.56748451462977
2006-07-01,22.335962617330942
2006-07-02,8.20365629952273
2006-07-03,23.993715975399525
2006-07-04,17.034344863229922
2006-07-05,43.411935363360556
