time,value,n
2019-10-01,35.71713147410361,251
2019-11-01,32.09960159362549,251
2019-12-01,27.924302788844606,251
2020-01-01,35.64940239043822,251
2020-02-01,36.01195219123507,251
2020-03-01,26.08764940239043,251
2020-04-01,31.027888446215126,251
2020-05-01,45.39043824701196,251
2020-06-01,45.75697211155379,251
2020-07-01,46.139442231075705,251
2020-08-01,44.804780876494036,251
2020-09-01,42.03984063745022,251
2020-10-01,40.87250996015935,251
2020-11-01,34.98406374501994,251
2020-12-01,31.183266932270936,251
2021-01-01,45.95219123505975,251
2021-02-01,42.068000000000005,250
2021-03-01,43.32931726907628,249
2021-04-01,43.29032258064516,248
2021-05-01,35.98380566801621,247
2021-06-01,32.00813008130083,246
2021-07-01,33.795918367346964,245
2021-08-01,34.57786885245902,244
