time,value,n
2006-01-01,80.51666666666667,120
2006-02-01,82.01666666666664,240
2006-03-01,86.59751037344398,241
2006-04-01,83.01652892561984,242
2006-05-01,84.41563786008233,243
2006-06-01,79.28688524590162,244
2006-07-01,97.83265306122443,245
2006-08-01,100,246
2006-09-01,85.13765182186235,247
2006-10-01,82.7258064516129,248
2006-11-01,73.92771084337349,249
2006-12-01,64.16799999999999,250
2007-01-01,83.80079681274897,251
2007-02-01,83.35059760956176,251
2007-03-01,80.34661354581674,251
2007-04-01,78.64541832669322,251
2007-05-01,82.65338645418326,251
2007-06-01,79.88047808764938,251
2007-07-01,94.31075697211152,251
2007-08-01,96.45816733067723,251
2007-09-01,80.4541832669323,251
2007-10-01,72.5139442231076,251
2007-11-01,67.69322709163343,251
2007-12-01,58.09163346613546,251
2008-01-01,80.04382470119522,251
2008-02-01,80.96414342629483,251
2008-03-01,77.45816733067728,251
2008-04-01,74.1195219123506,251
2008-05-01,74.13545816733068,251
2008-06-01,69.97211155378486,251
2008-07-01,80.77290836653385,251
2008-08-01,84.96414342629483,251
2008-09-01,75.29880478087651,251
2008-10-01,70.7529880478088,251
2008-11-01,61.36254980079681,251
2008-12-01,47.99601593625499,251
2009-01-01,65.82868525896419,251
2009-02-01,65.98406374501992,251
2009-03-01,68.72509960159363,251
2009-04-01,78.99203187250994,251
2009-05-01,79.03187250996017,251
2009-06-01,74.97211155378484,251
2009-07-01,81.62948207171313,251
2009-08-01,87.7211155378486,251
2009-09-01,80.09960159362554,251
2009-10-01,74.69721115537848,251
2009-11-01,73.37051792828687,251
2009-12-01,61.15936254980079,251
2010-01-01,74.0597609561753,251
2010-02-01,77.04382470119525,251
2010-03-01,76.47410358565737,251
2010-04-01,76.8884462151394,251
2010-05-01,85.23904382470123,251
2010-06-01,80.96414342629483,251
2010-07-01,81.41832669322707,251
2010-08-01,79.43027888446215,251
2010-09-01,71.64940239043824,251
2010-10-01,70.40239043824701,251
2010-11-01,68.02788844621523,251
2010-12-01,53.796812749003976,251
2011-01-01,70.84462151394419,251
2011-02-01,72.20717131474103,251
2011-03-01,69.03187250996017,251
2011-04-01,69.56972111553782,251
2011-05-01,69.00000000000001,251
2011-06-01,68.93625498007962,251
2011-07-01,78.23904382470111,251
2011-08-01,81.98804780876492,251
2011-09-01,76.57370517928287,251
2011-10-01,65.00796812749005,251
2011-11-01,62.211155378486104,251
2011-12-01,56,251
2012-01-01,69.94820717131473,251
2012-02-01,67.54183266932264,251
2012-03-01,62.22310756972111,251
2012-04-01,61.51394422310756,251
2012-05-01,60.04780876494024,251
2012-06-01,61.589641434262916,251
2012-07-01,65.08366533864542,251
2012-08-01,66.45019920318722,251
2012-09-01,60.00000000000001,251
2012-10-01,54.11155378486054,251
2012-11-01,52,251
2012-12-01,43.000000000000014,251
2013-01-01,53.97211155378486,251
2013-02-01,52.31872509960158,251
2013-03-01,56.059760956175296,251
2013-04-01,55.25896414342629,251
2013-05-01,55.15936254980078,251
2013-06-01,51.92430278884462,251
2013-07-01,55.07171314741037,251
2013-08-01,57.96414342629482,251
2013-09-01,51.689243027888445,251
2013-10-01,52.97211155378488,251
2013-11-01,48.62549800796813,251
2013-12-01,41.65338645418329,251
2014-01-01,56.199203187250994,251
2014-02-01,52.16733067729082,251
2014-03-01,54.450199203187246,251
2014-04-01,50.78087649402393,251
2014-05-01,50.97211155378486,251
2014-06-01,49.02788844621514,251
2014-07-01,51.36653386454187,251
2014-08-01,52.888446215139425,251
2014-09-01,52.956175298804766,251
2014-10-01,46.75298804780875,251
2014-11-01,43.51394422310756,251
2014-12-01,38.031872509960174,251
2015-01-01,49.928286852589636,251
2015-02-01,50.39043824701196,251
2015-03-01,50.513944223107565,251
2015-04-01,49.18725099601592,251
2015-05-01,47.77689243027889,251
2015-06-01,44.31872509960158,251
2015-07-01,46.07569721115538,251
2015-08-01,48.884462151394416,251
2015-09-01,52.382470119521905,251
2015-10-01,50.94023904382469,251
2015-11-01,42.94422310756971,251
2015-12-01,35.366533864541836,251
2016-01-01,41.01992031872513,251
2016-02-01,47.199203187250994,251
2016-03-01,40.9163346613546,251
2016-04-01,40.78087649402393,251
2016-05-01,39.402390438247025,251
2016-06-01,40.79282868525899,251
2016-07-01,41.04382470119523,251
2016-08-01,43.46215139442232,251
2016-09-01,42.11553784860558,251
2016-10-01,39.11155378486056,251
2016-11-01,39.97211155378488,251
2016-12-01,31.98007968127491,251
2017-01-01,37.02788844621514,251
2017-02-01,38.99203187250996,251
2017-03-01,41.043824701195234,251
2017-04-01,44.000000000000014,251
2017-05-01,39.59362549800799,251
2017-06-01,37.107569721115524,251
2017-07-01,38.94422310756973,251
2017-08-01,42.390438247011964,251
2017-09-01,40.0996015936255,251
2017-10-01,40.69721115537847,251
2017-11-01,39.05976095617532,251
2017-12-01,33.07569721115541,251
2018-01-01,45.657370517928285,251
2018-02-01,42.13545816733066,251
2018-03-01,45.13147410358567,251
2018-04-01,41.23107569721115,251
2018-05-01,41.49003984063746,251
2018-06-01,37.94820717131477,251
2018-07-01,42.015936254980105,251
2018-08-01,41.996015936254985,251
2018-09-01,40.00796812749004,251
2018-10-01,38.9800796812749,251
2018-11-01,36.46613545816734,251
2018-12-01,31.027888446215144,251
2019-01-01,38.04382470119522,251
2019-02-01,39.888446215139396,251
2019-03-01,39.103585657370516,251
2019-04-01,39.119521912350585,251
2019-05-01,34.94023904382469,251
2019-06-01,35.01195219123506,251
2019-07-01,36.97211155378486,251
2019-08-01,36.968127490039855,251
2019-09-01,35.25498007968126,251
