time,value,n
2006-01-01,47.2837837837838,74
2006-02-01,35.83783783783785,148
2006-03-01,54.25503355704698,149
2006-04-01,52.05999999999998,150
2006-05-01,41.470198675496704,151
2006-06-01,52.421052631578945,152
2006-07-01,25.647058823529413,153
2006-08-01,48.27272727272727,154
2006-09-01,40.92903225806451,155
2006-10-01,51.96153846153845,156
2006-11-01,34.36305732484076,157
2006-12-01,51.601265822784804,158
2007-01-01,49.578616352201266,159
2007-02-01,51.69811320754716,159
2007-03-01,37.1194968553459,159
2007-04-01,40.95597484276729,159
2007-05-01,33.79245283018868,159
2007-06-01,41.30817610062894,159
2007-07-01,57.9622641509434,159
2007-08-01,31.459119496855333,159
2007-09-01,30.805031446540863,159
2007-10-01,52.100628930817614,159
2007-11-01,43.685534591194966,159
2007-12-01,37.157232704402524,159
2008-01-01,48.616352201257875,159
2008-02-01,43.918238993710695,159
2008-03-01,36.113207547169814,159
2008-04-01,50.641509433962256,159
2008-05-01,37.89308176100632,159
2008-06-01,33.32704402515725,159
2008-07-01,38.591194968553474,159
2008-08-01,52.949685534591204,159
2008-09-01,47.528301886792455,159
2008-10-01,52.06289308176102,159
2008-11-01,54.77358490566038,159
2008-12-01,39.66037735849057,159
2009-01-01,63.94968553459118,159
2009-02-01,79.6226415094339,159
2009-03-01,78.97484276729557,159
2009-04-01,80.062893081761,159
2009-05-01,75.74213836477985,159
2009-06-01,85.84276729559751,159
2009-07-01,76.52830188679245,159
2009-08-01,50.22012578616351,159
2009-09-01,56.76729559748428,159
2009-10-01,52.35849056603772,159
2009-11-01,61.19496855345912,159
2009-12-01,50.566037735849065,159
2010-01-01,55.16981132075472,159
2010-02-01,44.987421383647806,159
2010-03-01,52.84905660377358,159
2010-04-01,43.484276729559774,159
2010-05-01,41.685534591194966,159
2010-06-01,31.761006289308188,159
2010-07-01,45.0566037735849,159
2010-08-01,42.672955974842786,159
2010-09-01,46.012578616352194,159
2010-10-01,54.16352201257862,159
2010-11-01,56.9559748427673,159
2010-12-01,52.0377358490566,159
2011-01-01,61.685534591194966,159
2011-02-01,52.566037735849065,159
2011-03-01,45.72327044025157,159
2011-04-01,39.754716981132084,159
2011-05-01,48.23270440251571,159
2011-06-01,47.32704402515726,159
2011-07-01,56.83647798742136,159
2011-08-01,52.59119496855346,159
2011-09-01,56.17610062893082,159
2011-10-01,52.088050314465384,159
2011-11-01,64.64779874213836,159
2011-12-01,52.64779874213834,159
2012-01-01,75.63522012578618,159
2012-02-01,74.81761006289308,159
2012-03-01,68.52830188679248,159
2012-04-01,64.15723270440252,159
2012-05-01,49.95597484276729,159
2012-06-01,58.44654088050316,159
2012-07-01,83.61006289308175,159
2012-08-01,65.35220125786167,159
2012-09-01,65.47798742138367,159
2012-10-01,74.50943396226418,159
2012-11-01,66.77987421383651,159
2012-12-01,63.64150943396228,159
2013-01-01,66.55974842767299,159
2013-02-01,69.74213836477986,159
2013-03-01,56.7610062893082,159
2013-04-01,77.13836477987421,159
2013-05-01,63.49685534591196,159
2013-06-01,96.8050314465408,159
2013-07-01,97.91823899371066,159
2013-08-01,47.603773584905646,159
2013-09-01,43.35220125786162,159
2013-10-01,42.842767295597476,159
2013-11-01,46.144654088050324,159
2013-12-01,40.05660377358492,159
2014-01-01,39.55345911949687,159
2014-02-01,56.666666666666664,159
2014-03-01,51.35849056603774,159
2014-04-01,48.937106918238996,159
2014-05-01,43.339622641509436,159
2014-06-01,47.88050314465408,159
2014-07-01,48.987421383647806,159
2014-08-01,38.23899371069182,159
2014-09-01,42.30188679245283,159
2014-10-01,47.622641509433976,159
2014-11-01,53.38364779874214,159
2014-12-01,43.67295597484275,159
2015-01-01,41.35849056603772,159
2015-02-01,46.03773584905662,159
2015-03-01,48.63522012578617,159
2015-04-01,42.65408805031447,159
2015-05-01,40.04402515723271,159
2015-06-01,45.74842767295599,159
2015-07-01,47.36477987421384,159
2015-08-01,41.29559748427673,159
2015-09-01,49.0125786163522,159
2015-10-01,44.93710691823901,159
2015-11-01,61.59119496855346,159
2015-12-01,60.74842767295598,159
2016-01-01,47.421383647798734,159
2016-02-01,53.830188679245275,159
2016-03-01,50.80503144654088,159
2016-04-01,44.182389937106926,159
2016-05-01,44.125786163522015,159
2016-06-01,44.50314465408805,159
2016-07-01,47.48427672955973,159
2016-08-01,41.38364779874213,159
2016-09-01,43.534591194968556,159
2016-10-01,45.9622641509434,159
2016-11-01,46.081761006289305,159
2016-12-01,38.93081761006289,159
2017-01-01,37.603773584905646,159
2017-02-01,52.02515723270438,159
2017-03-01,41.79245283018869,159
2017-04-01,34.71698113207546,159
2017-05-01,39.65408805031446,159
2017-06-01,40.490566037735846,159
2017-07-01,44.50943396226416,159
2017-08-01,49.39622641509434,159
2017-09-01,41.295597484276726,159
2017-10-01,43.132075471698094,159
2017-11-01,58.0188679245283,159
2017-12-01,48.81761006289308,159
2018-01-01,61.484276729559745,159
2018-02-01,43.47169811320754,159
2018-03-01,40.534591194968556,159
2018-04-01,38.157232704402524,159
2018-05-01,32.59748427672956,159
2018-06-01,36.81761006289307,159
2018-07-01,30.89937106918238,159
2018-08-01,31.87421383647799,159
2018-09-01,41.94968553459117,159
2018-10-01,41.46540880503145,159
2018-11-01,40.138364779874216,159
2018-12-01,48.578616352201244,159
2019-01-01,43.144654088050324,159
2019-02-01,40.7735849056604,159
2019-03-01,43.339622641509436,159
2019-04-01,40.67924528301887,159
2019-05-01,35.67295597484275,159
2019-06-01,31.540880503144653,159
2019-07-01,36.993710691823885,159
2019-08-01,40.389937106918254,159
