id,time,value
trend,2006-01-01,-0.09958119540484905
trend,2006-01-02,-0.09888392407249956
trend,2006-01-03,-0.09818665274015005
trend,2006-01-04,-0.09748938140780056
trend,2006-01-05,-0.09679211007545103
trend,2006-01-06,-0.09609483874310154
trend,2006-01-07,-0.09539756741075203
trend,2006-01-08,-0.09470029607840254
trend,2006-01-09,-0.09400302474605303
trend,2006-01-10,-0.09330575341370353
trend,2006-01-11,-0.09260848208135401
trend,2006-01-12,-0.09191121074900452
trend,2006-01-13,-0.09121393941665501
trend,2006-01-14,-0.09051666808430552
trend,2006-01-15,-0.08981939675195601
trend,2006-01-16,-0.0891221254196065
trend,2006-01-17,-0.08842485408725699
trend,2006-01-18,-0.0877275827549075
trend,2006-01-19,-0.08703031142255799
trend,2006-01-20,-0.0863330400902085
trend,2006-01-21,-0.08563576875785898
trend,2006-01-22,-0.08493849742550949
trend,2006-01-23,-0.08424122609315997
trend,2006-01-24,-0.08354395476081047
trend,2006-01-25,-0.08284668342846097
trend,2006-01-26,-0.08214941209611147
trend,2006-01-27,-0.08145214076376196
trend,2006-01-28,-0.08075486943141245
trend,2006-01-29,-0.08005759809906295
trend,2006-01-30,-0.07936032676671345
trend,2006-01-31,-0.07866305543436394
trend,2006-02-01,-0.07796578410201445
trend,2006-02-02,-0.07726851276966494
trend,2006-02-03,-0.07657124143731545
trend,2006-02-04,-0.07587397010496594
trend,2006-02-05,-0.07517669877261643
trend,2006-02-06,-0.07447942744026692
trend,2006-02-07,-0.07378215610791743
trend,2006-02-08,-0.07308488477556793
trend,2006-02-09,-0.07238761344321842
trend,2006-02-10,-0.07169034211086892
trend,2006-02-11,-0.07099307077851942
trend,2006-02-12,-0.07029579944616991
trend,2006-02-13,-0.0695985281138204
trend,2006-02-14,-0.06890125678147091
trend,2006-02-15,-0.0682039854491214
trend,2006-02-16,-0.0675067141167719
trend,2006-02-17,-0.06680944278442238
trend,2006-02-18,-0.06611217145207289
trend,2006-02-19,-0.06541490011972338
trend,2006-02-20,-0.06471762878737389
trend,2006-02-21,-0.06402035745502438
trend,2006-02-22,-0.06332308612267487
trend,2006-02-23,-0.06262581479032538
trend,2006-02-24,-0.06192854345797586
trend,2006-02-25,-0.06123127212562636
trend,2006-02-26,-0.06053400079327686
trend,2006-02-27,-0.059836729460927364
trend,2006-02-28,-0.05913945812857785
trend,2006-03-01,-0.058442186796228354
trend,2006-03-02,-0.05774491546387884
trend,2006-03-03,-0.05704764413152935
trend,2006-03-04,-0.05635037279917984
trend,2006-03-05,-0.05565310146683034
trend,2006-03-06,-0.05495583013448083
trend,2006-03-07,-0.05425855880213133
trend,2006-03-08,-0.05356128746978183
trend,2006-03-09,-0.05286401613743232
trend,2006-03-10,-0.05216674480508282
trend,2006-03-11,-0.05146947347273331
trend,2006-03-12,-0.05077220214038381
trend,2006-03-13,-0.05007493080803431
trend,2006-03-14,-0.04937765947568481
trend,2006-03-15,-0.0486803881433353
trend,2006-03-16,-0.0479831168109858
trend,2006-03-17,-0.0472858454786363
trend,2006-03-18,-0.046588574146286796
trend,2006-03-19,-0.04589130281393729
trend,2006-03-20,-0.045194031481587786
trend,2006-03-21,-0.04449676014923828
trend,2006-03-22,-0.043799488816888776
trend,2006-03-23,-0.043102217484539275
trend,2006-03-24,-0.042404946152189774
trend,2006-03-25,-0.041707674819840265
trend,2006-03-26,-0.04101040348749076
trend,2006-03-27,-0.04031313215514126
trend,2006-03-28,-0.039615860822791754
trend,2006-03-29,-0.03891858949044225
trend,2006-03-30,-0.038221318158092744
trend,2006-03-31,-0.03752404682574324
trend,2006-04-01,-0.03682677549339374
trend,2006-04-02,-0.03612950416104424
trend,2006-04-03,-0.03543223282869473
trend,2006-04-04,-0.03473496149634523
trend,2006-04-05,-0.03403769016399572
trend,2006-04-06,-0.033340418831646235
trend,2006-04-07,-0.03264314749929673
trend,2006-04-08,-0.031945876166947225
